 Blood Bank Name, Address, Contact No, Latitude, Longitude
"Apollo Hospital Blood Bank, Bhubaneswar","Plot No. 251, Old Sainik School Road, Bhubaneswar, Opposite to Vanibihar","0674 7150454, 06746661016",20.305593,85.831789
Hi-Tech Medical College & Hospital Blood Bank,"Pandra,Rasulgarh,Bhubaneshwar","06743094253, 0674 2371217",20.300484,85.877272
Sum Hospital Blood Bank,"K-8, Kalinga Nagar ","06746098855, 0674 2386281",20.283391,85.769625
Kalinga Institute of Medical Sciences (KIMS) Blood Bank,"NALCO Nagar, Chandrasekharpur","0674-2300570 (Ext-322), 0674 2725472",20.353379,85.814853
AMRI Hospital Blood Bank,"Plot No. 1, Near Jayadev Vatika Park, Khandagiri, ",0674 6666600,20.260166,85.777769
"Odisha Red Cross Blood Bank, Khurda","District Head Quarter Hospital, CDMO Campus, At/Po/Dt-Khordha
",06755 223978,20.0553881,84.9466673
NALCO Hospital Blood Bank,"Sector 3, Damanjodi",06852 254515,18.760347,82.9011261
"Red Cross Blood Bank, SDH, Koraputk","Sub Divisional Hospital, Sardar Patel Marg",06854 233600,18.863146,82.572509
"Odisha Red Cross Blood Bank, Koraput","District Head Quarter Hospital, Janiguda",06852 252101,18.805606,82.705017
Asha Kiran Society Blood Bank,"Lamtaput, Koraput",06868 272213,18.599153,82.601739
HAL Hospital Blood Bank,"Sunabeda, Koraput","06853 220234, 06583 220572",18.729641,82.8215279
"Odisha Red Cross Blood Bank, Malkangiri","District Head quarters Hospita Malkangiri, ",06861 231200,18.581971,82.075923
"Odisha Red Cross Blood Bank, Baripada","District Head Quarters Hospital Baripada, Mayurbhanj",06792 254641,21.931231,86.727842
"Odisha red Cross Blood Bank, Karanjia, Mayurbhanj","Sub Divisional Hospital, Karanjia (Post), Mayurbhanj",06796 221832,21.764292,85.973327
"Odisha Red Cross Blood Bank, SDH, Rairangpur","Sub-Divisional Hspital, Rairangpur ",06794 22298,22.2692759,86.1564211
"Odisha Red Cross Blood Bank, SDH, Udala","Sub Divisional Hospital, Udala, Mayurbhanj",06795 232288,21.576557,86.565098
"Odisha Red Cross Blood Bank, Nabarangpur","District Head Quarter Hospital, Miriganiguda",6858222360,19.22886,82.56679
Christian Hospital Blood Bank Nabarangpur,"Christian Hospital, Nabarangpur, Mission Compound",06858 222566,19.2392509,82.547666
"Odisha Red Cross Blood Bank, Nayagarh ",District Head Quarter Hospital Nayagarh,06753 252410,20.128058,85.107413
Aharya Harihar Red Cross Blood Bank,"District Head Quarters Hospital, Grand Road ",06752 224097,19.814381,85.829648
Christian Hospital Blood Bank,"Bissam Cuttack, Rayagada",06863 247505,19.516658,83.506689
District Head Quarters Hospital Blood Bank Rayagada,"District Head Quarters Hospital, Rayagada",06856 236465,19.1643604,83.4076321
Jesus Mary Hospital Blood Bank,"Barapali, Sambalpur",0663 2545606,21.497281,83.969962
"Odisha Red Cross Blood Bank, SDH, Kuchinda ","Sub Divisional Hospital Kuchinda, Sambalpur",06642 220509,21.745975,84.350757
Odisha Red Cross Blood Bank Sambalpur,"District Head Quarter Hospital, Pani Tanki Road, Modipada (Post), Sambalpur",0663 2400180,21.473765,83.974011
"Odisha Red Cross Blood Bank, SDH, Rairakhol","Sub Divisional Hospital Rairakhol, Sambalpur",6644253085,21.0698527,84.340363
VSS Medical College and Hospital Blood Bank," VSS Medical College Hospital, Burla
Opposite to PG Hospital, VSS, MC Burla",0663 2431420,21.501094,83.884655
"Odisha Red Cross Blood Bank, Subarnapur","District Headquarters Hospital Sonepur, Hospital Road, Near fire station",06654 220150,20.843647,83.907
"Odisha Red Cross Blood Bank, Rourkela","Rourkela Government Hospital Campus, Rourkela, PO- Uditnagr, S.T.I Chowk",0661 2401770,22.264089,84.865108
"Immuno-Haematology & Blood Transfusion Centre, Rourkela","ISPAT General Hospital, Steel Authority of India ltd. Rourkela Steel Plant, Sector - 19",6612439919,22.2640892,84.8651084
Vesaj Patel Hospital and Research Center Blood Bank,"Vesaj Patel Hosp and Research Center, Rourkela",0661 2401799,22.2265275,84.821447
Community Welfare Society Hospital Blood Bank,"Jagda, Rourkela","0661 2473931, 0661 2473927",22.255332,84.900917
Hi-Tech Medical college & Hospital Blood Bank,"Near Hanuman Vatika, R.G.H Campus","6612400751, 0661 2400524",22.223584,84.8296273
"Odisha Red Cross Blood Bank, SDH, Bonai ","Sub Divisional Hospital Bonai, Bonaigarh",06626 244500,21.819928,84.956534
"Odisha Red Cross Blood Bank, Sundergarh","District Headquarter Hospital Premises, Sundargarh",06622 273225,22.118256,84.036159
Karaikal Government General Hospital Blood Bank,"Kamarajar Salai Government Hospital, Puducherry       ","04368 222450, 227752",10.917635,79.836804
Sri Venkateshwara Medical College Hospital and Research Centre,"13-A, Pondy-Vellupuram Main Road, Sugar Factory - Parry, Ariyur","0413 2644476, 0413 2260601",11.903661,79.701071
Pondicherry Private Hospital Association (PPHA) Blood Bank,"No: 84, Main Road, Chellan Nagar, Puducherry",0413 2212874 ;2211686,11.9558689,79.819912
Pondicherry Institute of Medical Sciences Blood Bank,"Kalathumettupathai, Ganapathichettikulam, Village No. 20
Kalapet, Puducherry ","0413 2656271, 0413 2656272, 0413 2656700",12.046974,79.854738
Sri Manakula Vinayagar Medical College Hospital Blood Bank,"Kalitheerthalkuppam, Madagadipet, Puducherry","0413 2643000, 0413 2643014, 0413 6533912",11.921612,79.62821
Vinayaka Missions Medical College and Hospital Blood Bank,"Keezhakasakudimedu, Kottucherry Post,  Karaikal, Puducherry ","04368 263255, 04368 263277,  04368 263 255",10.955396,79.847776
Mahe Government General Hospital Blood Bank,"Govt General Hospital, Mahe, Puducherry",0490 2337140,11.6995079,75.5365902
Mahatma Gandhi Medical College and Research Institute,"Pondy-Cuddalore Main Road, Pillaiyarkuppam
Puducherry",0413 2615449,11.811867,79.778314
Aarupadai Veedu Medical College Blood Bank,"East Coast Road, Kirumampakkam, Pondy Cuddalore Road,                               
Puducherry","0413 2611072, 0413 2477316, 0413 2615625 ",11.831098,79.783102
Indhira Gandhi Goverment General Hospital Blood Bank ,"1,RVE Victor Simonel Street, Adjucent to Assembly",0413 2225366,11.931847,79.83303
Jawahar Institute of Post Graduate Medical Education & Research (JIPMER) Hospital Blood Bank,"80, OPD Block, Second Floor, Dhanvantari Nagar, Gorimedu Near Gorimedu Check post","0413 2297186, 0413 2297187",11.954602,79.797995
St. Joseph&#39;s Hospital (Cluny)  Blood Bank,"St.Joseph&#39;s Hospital cluny, 16, Romain Rolland Street, Puducherry",0413 225571,11.930442,79.834177
Sri Lakshminarayana Institute of Medical Sciences Blood Bank,"Osudu Agaram Village, Villianur Commune, Kudapakkam
Post, Opposite Oostheri Lake","0413 2299218, 2299219",11.938014,79.737529
INDIRA GANDHI MEDICAL COLLEGE & RESEARCH INSTITUTE ( BLOOD BANK),"225,First Floor, Vazhudavur Road, Kathirkamam",0413 2275512 ,11.939856,79.79624
East Coast Hospitals Blood Bank,"No 1, Perambai Road, Paris Nagar, Moolakulam,  Near Vasantha Raja Theatre","0413 2297899, 0413 2297824",11.930089,79.77957
Rajiv Gandhi Government Women and Child Hospital Blood Bank,"Iyyanar Kovil, Victor Simonal Street, 100 Feet Road
Puducherry",0413 222 9355,11.93782,79.806917
A.G. Padmavathi Hospital Blood Bank,"R.S. 127/1A, Villianur Main Road, Arumparthapuram, Oulgaret, Near Adhithiya School","0413 2295551,9003136689",11.92318,79.777662
Yanam Old Age Home Blood Bank,"D.no:7-4-055, Old Rajeev Nagar, River bank, Yanam",8842324933,16.729453,82.216893
Ajnala Civil Hospital Blood bank,"Fatehgarh Churian Road, Near Main Chowk",01858 221105,31.8091472,74.26834
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,"Mehta Road, PO Vallah",0183 2870245 ,31.635855,74.966905
Green Avenue Blood Bank,"644, Mcleod Road, Rani Ka Bagh","0183 2563103,0183 2566402",31.637056,74.856332
Anil Blood Bank,"Inside EMC Super speciality Hospital, Green Avenue","01835131105, 01835131111",31.643995,74.86651
Amandeep Blood Bank," Amandeep Hospital, Model Town, Gt Road","01832566738, 08283844000",31.634549,74.859014
Guru Nanak Dev Hospital Blood bank,"Government Medical College, Majitha Road",0183 2426918,31.649955,74.883616
Adhlakha Medical Center Blood Bank,"29-B, Race Course Road, Basant Avenue",0183 2225353,31.651164,74.874725
Fortis Hospital Limited Blood Bank,"Fortis Escort Heart and Super Speciality Institute Limited, Majitha Virka, By Pass Road"," 0183 30121222, 01836662222",31.664656,74.918134
Shri Guru Ram Das Charitable Hospital Blood Bank,"Circular Road,Near Gurdwara Sahib Shaduin Taran Taru Road",0183 2553668,31.615001,74.882255
Jallianwala Bagh Martyr&#39;s Memorial (JBMM) Civil Hospital Blood Bank,"G.T Road, Inder Palace Road, Maharaja Ranjit Singh Nagar, Hhasanpura Chowk, Hussainpura 

G.T. Road, Inder Palace Road, Ram Bagh,",0183 2534906,31.633401,74.878894
Maharaj Sawan Singh Charitable Hospital Blood Bank,"G.T Road, Near Bus Stand","01853-273130 (Ext-236), 01853-273161,62  (Ext-239)",31.51633,75.288007
Barnala Civil Hospital Blood Bank ,"Civil Hospital Barnala, Ram Bagh Road",01679 33042,30.375616,75.544877
Military Blood Bank Bathinda,"Military Blood Bank,  Bathinda",0164 2291174,30.216442,74.986339
Bhathinda Civil Hospital Blood Bank ,"Mansa Road, Opposite Police Lines",1642240208,30.19344,74.947545
Max Super Speciality Hospital Blood Bank,"NH-64, Near Bathindha District Civil Hospital, Mansa Road",0164 6601400,30.192388,74.946979
Adesh Institute of Medical Sciences and Research Blood Bank,"NH- 7, Barnala Road, Bhucho, Tehsil Nathana
","01645055015, 0164 5055084, 0164 5055000",30.222218,75.058662
Gupta Hospital Blood Bank,"2/A, Power House Road, Near Jindal Heart Hospital","0164 2212377, 0164 2217041",30.207465,74.950084
Rampura Phul Civil Hospital Blood Bank ,"Cinema Road, Dashmesh Nagar",01651 220700,30.274566,75.235609
Guru Gobind Singh Medical College Blood Bank Hospital Blood Bank,"Sadiq Road, Kotakpura","01639 255436, 01639 - 251111",30.681255,74.747606
Kotkapura Civil Hospital Blood Bank," NH15, Faridkot Road","01635-228306,  0163 522 3306",30.584713,74.820153
Fatehgarh Sahib Civil Hospital Blood Bank,"Old Tehsil, Government Quarters, BBSBE College Campus
Near DC Complex",01763 232203,30.646899,76.390134
 Abohar Civil Hospital Blood Bank,"NH 15, Krishna Nagri, Near Lakarh Mandi ","0163 422 1400, 01634 500924",30.141667,74.198522
Fazilka Civil Hospital Blood Bank,Railway Colony,01638 267444,30.40713,74.024688
Dr. Anil Bhaghi Memorial Hospital Blood Bank,Martyr Anil Baghi Road,"01632-220555, 220556",30.9493,74.619453
Military Hospital,"159, General Hospital, C/o 56 APO, Military Hospital,
Ferozepur","01632 242391, 01632 242428",30.9405949,74.6137953
Ferozpur Civil Hospital Blood Bank ,Housing Board Colony,"01632242964, 01632 242082",30.952504,74.607649
Batala Civil Hospital Blood Bank ,"308 diamond avenue, batala, Civil Hospital Rd, Dharampura Colony",01871 240144,31.808527,75.215451
Gurdaspur Civil Hospital Blood Bank,"Police Line, Near Bus Stand",01874 240009,32.040838,75.403333
Dasuya Civil Hospital Blood Bank,"Hoshiarpur-Chandigarh Road, Keharvali, Dasuya
",01883 285084,31.807263,75.665537
Garhshankar Civil Hospital Blood Bank,Anandpur Sahib Road,01884 282051,31.213261,76.151158
Shivam Hospital Blood Bank,"Phagwara Road, Near Railway Crossing"," 081466 80263, 01882 248173, Extn -110  ",31.520779,75.900469
Hoshiarpur Civil Hospital Blood Bank ,Kamalpur,"01882250190, 01882 250700",31.530807,75.899503
Bhai Ghanaiya Ji Charitable Blood Bank and Hospital,"Model colony, Hoshiarpur",01882 229547,31.535364,75.901668
Indian Medical Association Blood Bank Hoshiarpur,"Sud Nursing Home,Premgarh, Dhobian Wali Gali,,",01882 222244,31.530798,75.90642
Sant Baba Rangi Ram Ji Charitable Hospital Blood Bank ,"Jaja Road, Vpo - Jaja, Near Tanda
","01886 280266, 01886 225025",31.675185,75.657103
Mukerian Civil Hospital Blood Bank,"Model Town, Tikhowal",0188 3244702,31.950081,75.613623
Baba Budha Sabib Cardiac Centre (BBC) Heart Care & Pruthi Hospital Blood Bank,"301, Lajpat Nagar","0181-2222299, 0181-2222266, 0181-2222244",31.317437,75.57421
Jalandhar Civil Hospital,"Near Police Station,Jyothi Chowk, Islam Ganj","0181 2233356,  0181 222 7982",31.330707,75.565197
Dr. Kanwaljit Singh Grover (KSG) Memorial Blood Bank ,"Inside New Ruby Hospital, 26 Link Road, Lajput Nagar, Jalandhar","0181 2224151, 0181-4614171, 0181-220130, 0181 222 1389",31.3150872,75.5732243
Kidney Hospital and LifeLine Medical Institutions Blood bank,"63 & 64 Waryam Nagar, Cool Road","0181 244 0252, 0181 4681100",31.304465,75.587635
Tagore Hospital & Heart Care Center Blood Bank,"91, Banda Bahadur Nagar, Mahavir Marg, Near Kapurthala Chowk
","0181 4685777, 0181 4685700",31.337046,75.563262
Ohri Hospital Blood Bank,"Mahavir Marg, Near State Bank Of Patiala, Shaheed Udham Singh Nagar",0181 2222259,31.324038,75.567511
Sacred Heart Hospital Blood Bank ,"Grand Trunk Road, Maqsudan",0181 267 0664,31.363857,75.550527
SGL Charitable Hospital Blood Bank,"1st - 4th Floor, Garha Road, Urban Estate Part I, Guru Amardas Market, Hardyal Nagar, ","1815043300, 0181 248 1205, 0181 248 1206, 0181 248 0319",31.301186,75.597155
Patel Hospital Private Limited Blood Bank,"Civil Lines, Behind Hotel Skylark"," 0181 3041255, 0181 3041027, 0181 304 1000",31.323729,75.578156
Ghai Hospital Blood Bank ,"661, A & B, Guru Teg Bahadur Nagar,, Near Ravi Dass Chowk
",0181 2277837 ,31.307531,75.567277
Shree Devi Talab Mandir Charitable Hospital Blood Bank,"Mandir Marg, Tanda Road, Near Kusht Ashram, Near Doaba Chowk, Doaba College","0181 2292319, 0181 2290263 ",31.342787,75.581737
Joshi Hospital and Trauma Centre Blood Bank,"Kapurthala Chowk, Near Satyam Hospital, Adarsh Nagar","0181 2620650, 0181 2620950, 0181 262 1333",31.334225,75.563308
Punjab Institute of Medical Sciences (PIMS) Blood Bank,Garha Road,"0181 6606000, Extn. 1007",31.306683,75.595821
Capitol Hospital Blood Bank,"Jalandhar-Pathankot Road, NH-44, Near Reru Chowk",0181 2366666,31.364442,75.597437
Johal Multispeciality Hospital Blood Bank,"Hoshiarpur Road, Rama Mandi","0181 2410820, 0181 2410620	",31.321636,75.632472
Nakodar Civil Hospital Blood Bank ,"Hospital Rd, Amardas Colony",01821 220053,31.128006,75.47587
Phillaur Civil Hospital Blood Bank ,"Abad Pura, Phillaur",01826 222549,31.021583,75.790012
Kapurthala Civil Hospital Blood Bank ,"Civil Hospital, Kapurthala Road","01822-230070, 01628 220102",31.37571,75.381995
Phagwara Civil Hospital Blood bank,"NH 1, Chahal Nagar","01824-228149, 01824 228303",31.226118,75.76766
Kapurthala Blood Donor Council Blood bank,"Guru Hargobind Nagar, Blood Bank Bhawan, Phagwara
","01824 269681, 01824-262300",31.219092,75.77041
Khanna Civil Hospital Blood Bank ,"Karnail Singh Rd, Ahluwalia Mohalla, Anant Nagar","01628220102, 01628 221724",30.703465,76.222834
Shri Guru Teg Bahadur Charitable Hospital,"Near Gurudwara,  Guru Teg Bahadur (GTB) Nagar, Jalandhar
","01614377147, 0181 4377100, 0181 227 1875, 0181 4620460",31.302247,75.572492
SNS Pahawa Charitable Hospital Blood Bank,"Industrial Area-B, Ludhiana",0161 2534181,30.885426,75.862185
Red Cross Regional Blood Bank,"Red Cross Bhavan, The Mall Road, Near Rakh Bagh",0161 2441257,30.907375,75.841051
Dayanand Medical College & Hospital Blood Bank,"Rajpura Road, Near Rose Garden, Tagore Nagar, Civil Lines","0161 4687676, 01612304280 extn. 354, 0161 468 8800",30.916089,75.835767
Christian Medical College and Brown Memorial Hospital Blood Bank,"CMC Chowk, Brown road","01612115031, 0161 2115000, 0161 2115694,  0161 211 5376",30.91067,75.863458
Mohan Dai Oswal Cancer Treatment & Research Foundation Blood Bank,"Grand Trunk Rd, Sherpur Khurd Colony, Parbhat Nagar, Balsingh Nagar","0161 2676101, 0161-2670182, 0161-5094538, 39, 40",30.890496,75.884942
Ludhiana Civil Hospital Blood Bank ,"Field Ganj Road, CMC Campus","0161 2610002, 0161 2226999",30.906634,75.859678
Dr. B.L. Kapoor Memorial Hospital Blood Bank,"Sabzi Mandi Road, G.T.Road, Old Sabzi Mandi, Dal Bazar","0161 2743043, 0161-2743053",30.920492,75.849864
Deepak Memorial Hospital Blood Bank,"Opposite Gate No 1, PAU, Sarabha Nagar","0161 4671100, 0161 4671111, 0161 245 1500",30.892357,75.811069
Shri Krishna Charitable Hospital Blood Bank,"Pritm Nagar, Model Town","0161 5052550, 0161 244 0942",30.888281,75.845858
Fortis Hospital Blood Bank ,"6kms from Samrala Chowk, Chandigarh Road, Mundian Kalan Village, Near Radha Soami Satsang Bhavan,",1615222333,30.889292,75.935144
Satguru Pratap Singh Hospital (SPS) Blood Bank,"Grand Trunk Rd, Sherpur Chowk, Sherpur","0161 6117111, 01616117114",30.883346,75.887705
Deep Nursing Home and Children Hospital Blood Bank,"Plot No.481, Model Town Rd, Model Town, Near Mint Gumri Chowk","0161 5069210, 0161 463 8421",30.88946,75.837507
Shree Ragunath Hospital Blood Bank,"Aggar Nagar - B Block, Aggar Nagar",0161 4361121,30.888778,75.795876
Mansa Civil Hospital Blood Bank ,"Water Works Road, Civil Hospital","01652220208, 01652 222102",29.985368,75.40316
Moga Civil Hospital Blood Bank ,"Mina Bazar, New Town",1636230540,30.811673,75.169349
Banga Civil Hospital Blood Bank ,"SH18, Gandhi Nagar Mohalla","01823 260700, 01823-500444",31.184344,75.995988
Guru Nanak Mission Hospital Blood Bank,"Phagwara - Mohali Expressway, ","01823 260260, Extn : 1039, 0182 326 2679",31.193742,75.948973
"Blood Donors Council, Blood Bank ","Blood Donors Complex, Rahon Road","01823 221940, 01823 220974",31.118537,76.116853
Pathankot Civil Hospital Blood Bank ,Shahpur Road,"0186 2220180, 0186 2250160",32.2824637,75.6529524
Chintpurni Medical College and Hospital Blood Bank,"Near Indian Heritage School, DLM City, Bungal,","01870 250601, 0187 025 0600, 01870-250603",32.306064,75.757861
Nabha Civil Hospital Blood Bank,Nabha,"01765 226361, 01765 220 644",30.370999,76.146125
Government Medical College and Rajindra Hospital Blood Bank,Sangrur Road,"0175 2203912,  0175 221 2542",30.327696,76.386153
Life Line Blood Centre,"13-A, Walia Hospital, Corner View Colony, Dukhniwaran Road, Factory Area",0175 2351532,30.343682,76.399514
Gian Sagar Medical College and Hospital Blood Bank,"Ramnagar (Banur),  District Patiala, Punjab","01762 510132 Ext:1128/1060, 01762 520 000, 01762507299",30.528959,76.671462
Rajpura Civil Hospital Blood Bank,"AP Jain Hospital, Rajpura","01762 225539, 0175 221 2055",30.478441,76.584065
Ananadpur Sahib Civil Hospital Blood Bank,"Ward No:1, Nania Devi Road, Keshgarh Sahib","0188 7232102, 01881-232612, 232102",31.238973,76.494595
BBMB Hospital Blood Bank,BBMB Hosital Nangal Town Ship,1887223902,31.382789,76.364112
Rupnagar Civil Hospital Blood Bank ,"Ali Mohalla, Mil Mil Nagar, Gugga Mari Mohalla, Near Bela Chowk ",01881 222080,30.966052,76.52516
Kharar Civil Hospital Blood Bank,"Civil Hospital Road, Guru Teg Bahadur Nagar, Near Bus Stand
",0160 2280797,30.752837,76.632796
Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,"Sector 77, Ajitgarh, Sohana, Sahibzada Ajit Singh Nagar, 
","0172 2295000, Extn: 401 and 405",30.69336,76.698763
